기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리
20250607,도착시간,1620,ST-1990,영등포본동_020_2,ST-3283,신길3동_026_2,1,10.0,1286.0
20250607,출발시간,1055,ST-550,잠실3동_028_2,ST-1729,삼전동_044_1,1,16.0,1651.0
20250607,출발시간,1935,ST-2547,자양2동_003_1,ST-3070,풍납1동_002_2,1,31.0,5320.0
20250607,출발시간,825,ST-932,흑석동_014_1,ST-2356,흑석동_024_1,1,2.0,537.0
20250607,출발시간,1050,ST-1325,남영동_003_1,ST-2177,한강로동_012_1,1,14.0,2150.0
20250607,도착시간,2200,ST-1833,명일2동_003_2,ST-1058,고덕1동_005_1,2,8.0,1175.0
20250607,도착시간,905,ST-2050,공항동_060_1,ST-1064,발산1동_056_1,1,5.0,561.0
20250607,출발시간,450,ST-3286,전농1동_003_2,ST-274,용신동_014_1,1,11.0,1030.0
20250607,도착시간,900,ST-1263,군자동_035_1,ST-1263,군자동_035_1,1,8.0,348.0
20250607,출발시간,1735,ST-912,면목본동_062_1,ST-2791,월계3동_001_1,1,31.0,6091.0
20250607,출발시간,1025,ST-2978,염리동_021_1,ST-2154,용강동_040_1,1,8.0,951.0
20250607,도착시간,1155,ST-1118,"중계2,3동_047_1",ST-2085,"중계2,3동_011_1",1,5.0,395.0
20250607,도착시간,1450,ST-1556,서초2동_002_1,ST-2668,양재2동_026_1,1,80.0,4018.0
20250607,출발시간,2015,ST-7,서교동_037_1,ST-297,여의동_006_4,2,97.0,12369.0
20250607,출발시간,1125,ST-2740,성내1동_002_1,ST-892,방이1동_009_1,1,14.0,2851.0
20250607,도착시간,2040,ST-2252,신사1동_032_1,ST-2264,역촌동_068_1,1,11.0,1260.0
20250607,출발시간,1750,ST-1224,구로3동_037_1,ST-936,구로3동_034_2,1,5.0,930.0
20250607,도착시간,2115,ST-2270,휘경2동_022_1,ST-269,제기동_025_1,2,90.0,7659.0
20250607,출발시간,1255,ST-2592,오륜동_002_3,ST-897,가락2동_008_1,1,20.0,3470.0
20250607,출발시간,1250,ST-2817,대림1동_015_1,ST-2823,신길6동_018_1,1,,
20250607,출발시간,1605,ST-3047,신정1동_006_1,ST-3331,문래동_022_1,1,12.0,2395.0
20250607,출발시간,1340,ST-3303,신도림동_067_1,ST-3163,목1동_037_2,1,14.0,2495.0
20250607,도착시간,1035,ST-1999,목2동_006_1,ST-426,당산2동_052_1,1,38.0,4397.0
20250607,도착시간,1245,ST-2832,발산1동_071_1,ST-2047,가양1동_016_6,1,9.0,1247.0
20250607,도착시간,1700,ST-2905,망원1동_005_1,ST-455,응암1동_023_1,1,37.0,6393.0
20250607,도착시간,805,ST-2037,가양1동_014_2,ST-85,성산2동_076_3,1,36.0,7535.0
20250607,출발시간,1610,ST-99,자양3동_036_1,ST-1344,한남동_030_1,2,88.0,19176.0
20250607,출발시간,1845,ST-3326,성수2가3동_007_2,ST-382,군자동_014_5,1,14.0,2261.0
20250607,도착시간,2245,ST-2492,가양1동_003_2,ST-2040,가양1동_012_8,1,8.0,1613.0
20250607,도착시간,1550,ST-1957,오류2동_047_1,ST-1239,오류2동_018_1,1,3.0,760.0
20250607,도착시간,2200,ST-2899,여의동_006_2,ST-63,여의동_060_1,2,12.0,1240.0
20250607,출발시간,2140,ST-366,옥수동_045_1,ST-1195,응봉동_003_1,1,6.0,2066.0
20250607,출발시간,905,ST-451,진관동_062_1,ST-476,진관동_005_1,1,14.0,2130.0
20250607,도착시간,150,ST-1375,상봉2동_014_2,ST-1452,면목7동_013_1,1,36.0,1874.0
20250607,출발시간,1905,ST-2363,사당1동_032_1,ST-2363,사당1동_032_1,1,57.0,4956.0
20250607,도착시간,1900,ST-3239,여의동_006_8,ST-704,미성동_025_1,1,109.0,22711.0
20250607,출발시간,1430,ST-417,문래동_057_1,ST-1650,영등포동_023_1,1,15.0,1487.0
20250607,도착시간,20,ST-1776,회현동_004_1,ST-439,남영동_009_1,1,9.0,1574.0
20250607,도착시간,815,ST-589,"면목3,8동_044_1",ST-2904,면목5동_030_4,1,15.0,2207.0
20250607,출발시간,2150,ST-735,공릉1동_016_1,ST-2080,공릉2동_044_1,1,7.0,1277.0
20250607,출발시간,1645,ST-73,여의동_010_1,ST-73,여의동_010_1,2,113.0,1690.0
20250607,도착시간,945,ST-892,방이1동_009_1,ST-2577,방이1동_021_2,1,3.0,950.0
20250607,도착시간,555,ST-1859,석촌동_017_1,ST-1866,석촌동_018_1,1,5.0,867.0
20250607,도착시간,635,ST-343,신수동_047_1,ST-2530,서강동_052_1,1,3.0,617.0
20250607,출발시간,1500,ST-1818,혜화동_032_1,ST-174,"종로1,2,3,4가동_001_3",1,5.0,1358.0
20250607,도착시간,1355,ST-213,공덕동_013_1,ST-213,공덕동_013_1,1,67.0,620.0
20250607,도착시간,2240,ST-1084,문정1동_003_1,ST-895,거여1동_021_1,1,14.0,2185.0
20250607,도착시간,2200,ST-2379,서원동_023_1,ST-883,조원동_015_4,1,19.0,2844.0
20250607,도착시간,1935,ST-1263,군자동_035_1,ST-1194,군자동_003_1,1,62.0,832.0
20250607,도착시간,500,ST-1353,영등포본동_037_1,ST-1974,도림동_002_2,1,7.0,1173.0
20250607,출발시간,2210,ST-2678,대치2동_051_1,ST-1560,개포2동_019_1,1,17.0,2813.0
20250607,출발시간,1050,ST-253,군자동_012_1,ST-382,군자동_014_5,1,3.0,745.0
20250607,출발시간,1705,ST-1017,목5동_008_1,ST-1017,목5동_008_1,1,47.0,1186.0
20250607,도착시간,1605,ST-873,구로5동_016_2,ST-1219,구로1동_002_1,1,51.0,3450.0
20250607,도착시간,1525,ST-2018,염창동_061_2,ST-421,양평2동_002_1,2,64.0,6468.0
20250607,도착시간,1830,ST-3110,"중계2,3동_030_1",ST-2085,"중계2,3동_011_1",1,9.0,1210.0
20250607,도착시간,1410,ST-2693,명동_001_22,ST-2625,광희동_006_1,1,15.0,1814.0
20250607,출발시간,625,ST-1210,길음1동_057_1,ST-1212,길음1동_065_1,1,,
20250607,도착시간,2010,ST-1807,"종로1,2,3,4가동_007_1",ST-435,한강로동_015_1,1,60.0,7620.0
20250607,도착시간,1010,ST-69,여의동_049_2,ST-1356,대방동_007_1,1,7.0,1278.0
20250607,출발시간,2100,ST-2168,서교동_001_1,ST-341,연남동_005_1,1,6.0,1095.0
20250607,출발시간,1015,ST-1098,면목본동_011_1,ST-1098,면목본동_011_1,1,33.0,2629.0
20250607,도착시간,2025,ST-3040,대림3동_019_1,ST-1357,신사동_001_1,1,15.0,3635.0
20250607,출발시간,1850,ST-901,문정2동_044_9,ST-900,문정2동_044_8,1,,
20250607,도착시간,1945,ST-821,개포4동_029_1,ST-2668,양재2동_026_1,1,7.0,746.0
20250607,출발시간,150,ST-372,마장동_014_2,ST-447,마장동_022_1,1,1.0,670.0
20250607,도착시간,1755,ST-1519,화곡6동_014_1,ST-1646,등촌3동_059_1,1,11.0,1090.0
20250607,도착시간,1045,ST-2574,풍납2동_049_3,ST-2574,풍납2동_049_3,1,50.0,8142.0
20250607,도착시간,555,ST-2534,합정동_023_1,ST-2182,용산2가동_010_2,1,49.0,7770.0
20250607,도착시간,1510,ST-1718,방화1동_041_1,ST-1709,가양1동_016_4,1,3.0,492.0
20250607,출발시간,1515,ST-1460,동선동_024_1,ST-1460,동선동_024_1,1,46.0,4234.0
20250607,출발시간,1925,ST-714,은천동_007_1,ST-714,은천동_007_1,1,47.0,5509.0
20250607,출발시간,215,ST-1124,상계2동_025_1,ST-3287,상계10동_012_1,1,9.0,1506.0
20250607,도착시간,1035,ST-855,신내2동_002_2,ST-853,묵1동_015_1,1,16.0,1753.0
20250607,도착시간,835,ST-2991,잠실3동_006_1,ST-547,잠실2동_058_1,1,22.0,1098.0
20250607,도착시간,1905,ST-2935,안암동_006_1,ST-2793,장위2동_005_1,1,33.0,4580.0
20250607,도착시간,1650,ST-1002,목1동_006_1,ST-1495,목5동_035_1,1,21.0,1391.0
20250607,도착시간,835,ST-1504,신정7동_008_1,ST-2011,신정6동_002_1,1,4.0,753.0
20250607,도착시간,1800,ST-93,상암동_025_3,ST-76,상암동_013_1,1,14.0,2234.0
20250607,도착시간,2115,ST-278,양평2동_007_1,ST-2494,염창동_005_1,1,21.0,3524.0
20250607,도착시간,2155,ST-3029,가산동_010_1,ST-3029,가산동_010_1,1,123.0,13005.0
20250607,출발시간,1145,ST-639,독산1동_035_1,ST-624,가산동_003_5,1,9.0,1002.0
20250607,출발시간,1400,ST-942,면목5동_008_1,ST-2341,성수1가1동_003_1,1,92.0,12891.0
20250607,출발시간,1450,ST-2797,방이2동_014_1,ST-1730,송파1동_038_1,2,8.0,1321.0
20250607,도착시간,1155,ST-2407,구의3동_009_2,ST-2547,자양2동_003_1,1,21.0,1670.0
20250607,도착시간,2320,ST-3291,을지로동_001_4,ST-1455,안암동_013_1,1,19.0,4038.0
20250607,출발시간,1040,ST-536,화곡1동_055_1,ST-3163,목1동_037_2,1,16.0,3016.0
20250607,출발시간,1955,ST-2465,구로5동_038_1,ST-1273,구로5동_029_1,1,3.0,607.0
20250607,도착시간,1405,ST-2796,송파2동_002_1,ST-2796,송파2동_002_1,1,56.0,4885.0
20250607,출발시간,2205,ST-2070,중계1동_050_1,ST-2068,공릉1동_059_1,1,16.0,3085.0
20250607,도착시간,1335,ST-1578,세곡동_056_1,ST-2581,장지동_051_1,1,15.0,1221.0
20250607,출발시간,2140,ST-1346,묵1동_005_1,ST-570,묵2동_022_1,1,,
20250607,도착시간,1005,ST-1718,방화1동_041_1,ST-2033,가양1동_012_7,1,3.0,792.0
20250607,도착시간,140,ST-1545,노량진1동_001_1,ST-976,신림동_027_2,2,70.0,8859.0
20250607,출발시간,2055,ST-2477,방화1동_077_1,ST-2477,방화1동_077_1,1,5.0,506.0
20250607,출발시간,1200,ST-750,반포3동_015_5,ST-3003,성수2가3동_004_2,1,60.0,9474.0
20250607,출발시간,1640,ST-2653,신대방1동_019_1,ST-67,여의동_037_2,1,126.0,20357.0
20250607,도착시간,1145,ST-1672,상계9동_003_1,ST-610,"상계6,7동_042_2",1,14.0,1820.0
20250607,출발시간,1605,ST-2039,목5동_023_1,ST-2039,목5동_023_1,1,49.0,1741.0
20250607,도착시간,1725,ST-172,이화동_014_2,ST-1610,"종로5,6가동_010_4",1,2.0,441.0
20250607,도착시간,310,ST-1653,영등포동_009_1,ST-1698,당산2동_001_1,1,8.0,1130.0
20250607,출발시간,2315,ST-942,면목5동_008_1,ST-942,면목5동_008_1,1,42.0,3664.0
20250607,출발시간,1620,ST-52,여의동_001_3,ST-70,여의동_016_1,1,13.0,1617.0
20250607,도착시간,2020,ST-3324,방화1동_041_4,ST-975,방화1동_040_2,2,6.0,1720.0
20250607,출발시간,2305,ST-3279,수색동_004_2,ST-3279,수색동_004_2,1,8.0,1063.0
20250607,도착시간,1920,ST-3311,구로5동_001_3,ST-3040,대림3동_019_1,1,5.0,786.0
20250607,출발시간,1900,ST-2915,오금동_070_1,ST-549,거여1동_019_1,1,12.0,1286.0
20250607,도착시간,1240,ST-442,서빙고동_007_1,ST-2240,이촌2동_012_1,1,52.0,3850.0
20250607,도착시간,1900,ST-2958,양평1동_003_1,ST-1973,당산2동_037_1,1,23.0,2521.0
20250607,출발시간,1505,ST-1639,상계8동_030_1,ST-1291,"상계6,7동_027_3",1,9.0,1348.0
20250607,도착시간,2020,ST-2456,한강로동_001_1,ST-1910,반포3동_015_3,1,27.0,6019.0
20250607,출발시간,1210,ST-1227,개봉1동_044_1,ST-678,개봉1동_021_1,1,8.0,1138.0
20250607,도착시간,1130,ST-1441,보광동_028_1,ST-2332,금호4가동_019_1,1,17.0,3860.0
20250607,출발시간,1605,ST-294,당산2동_001_3,ST-3212,당산1동_009_1,1,6.0,670.0
20250607,도착시간,1505,ST-831,방화3동_020_1,ST-508,방화1동_002_1,1,3.0,334.0
20250607,출발시간,1855,ST-195,광희동_001_3,ST-1439,광희동_009_1,1,137.0,4680.0
20250607,출발시간,1910,ST-2036,가양1동_017_2,ST-1351,등촌3동_001_1,1,8.0,1421.0
20250607,도착시간,1210,ST-1877,장지동_044_1,ST-1041,성내1동_012_1,1,71.0,14512.0
20250607,도착시간,445,ST-493,천호2동_029_2,ST-1875,오륜동_031_1,1,15.0,4383.0
20250607,출발시간,1115,ST-1006,목5동_005_1,ST-3187,당산2동_003_1,1,70.0,4322.0
20250607,도착시간,1835,ST-259,구의2동_035_1,ST-2314,자양1동_023_1,1,10.0,1730.0
20250607,도착시간,1350,ST-1732,수궁동_020_1,ST-2997,오류1동_039_1,1,12.0,1177.0
20250607,출발시간,1740,ST-3248,둔촌2동_004_1,ST-1841,성내2동_036_1,1,25.0,1198.0
20250607,출발시간,1345,ST-1251,가양1동_020_1,ST-2037,가양1동_014_2,2,7.0,1215.0
20250607,도착시간,1335,ST-1017,목5동_008_1,ST-1002,목1동_006_1,1,7.0,742.0
20250607,도착시간,2350,ST-600,월계1동_011_1,ST-1280,월계1동_015_1,1,3.0,863.0
20250607,출발시간,515,ST-2631,상봉2동_036_2,ST-2631,상봉2동_036_2,1,7.0,1447.0
20250607,도착시간,2125,ST-1326,한강로동_013_1,ST-436,한강로동_015_2,2,17.0,2762.0
20250607,도착시간,1520,ST-1966,구로2동_033_2,ST-666,구로1동_028_1,1,17.0,1623.0
20250607,도착시간,1710,ST-2428,낙성대동_002_1,ST-2995,청룡동_017_1,1,14.0,1494.0
20250607,도착시간,2050,ST-608,"상계3,4동_013_2",ST-914,상계5동_001_2,1,48.0,8082.0
20250607,출발시간,30,ST-1621,천호1동_006_1,ST-501,길동_059_1,1,11.0,1990.0
20250607,출발시간,1540,ST-1677,당산1동_020_1,ST-3187,당산2동_003_1,1,5.0,1480.0
20250607,도착시간,2110,ST-1671,휘경1동_002_1,ST-260,휘경2동_024_1,2,76.0,7308.0
20250607,도착시간,2300,ST-493,천호2동_029_2,ST-1045,성내2동_039_1,1,41.0,2760.0
20250607,도착시간,1300,ST-3276,화곡3동_021_1,ST-3276,화곡3동_021_1,1,19.0,1488.0
20250607,도착시간,1330,ST-461,응암1동_023_2,ST-479,역촌동_080_1,1,27.0,2847.0
20250607,출발시간,1855,ST-1093,중화2동_027_1,ST-1093,중화2동_027_1,1,39.0,1540.0
20250607,출발시간,1010,ST-1035,불광2동_020_1,ST-2905,망원1동_005_1,2,92.0,22635.0
20250607,출발시간,1555,ST-387,광장동_046_1,ST-256,광장동_041_1,1,118.0,2120.0
20250607,도착시간,1105,ST-2310,화양동_046_1,ST-253,군자동_012_1,1,13.0,2071.0
20250607,출발시간,2135,ST-528,등촌2동_026_1,ST-516,등촌1동_012_1,1,7.0,1060.0
20250607,도착시간,1120,ST-1320,양평1동_028_1,ST-1731,목1동_003_5,1,54.0,1120.0
20250607,도착시간,835,ST-1285,"중계2,3동_046_1",ST-1426,중계4동_034_1,1,13.0,1807.0
20250607,도착시간,1450,ST-2045,가양1동_012_12,ST-1709,가양1동_016_4,1,52.0,1026.0
20250607,출발시간,1545,ST-1296,쌍문2동_015_1,ST-2117,쌍문2동_028_1,1,14.0,1887.0
20250607,도착시간,910,ST-815,역삼2동_003_2,ST-966,역삼2동_068_1,1,2.0,605.0
20250607,도착시간,1850,ST-1278,"상계6,7동_001_1",ST-1278,"상계6,7동_001_1",1,77.0,7241.0
20250607,출발시간,1955,ST-1220,구로5동_039_1,ST-1357,신사동_001_1,2,48.0,7043.0
20250607,도착시간,2135,ST-891,잠실6동_001_7,ST-2581,장지동_051_1,2,95.0,13460.0
20250607,출발시간,1120,ST-1961,고척1동_009_1,ST-3182,구로2동_001_6,1,12.0,1841.0
20250607,도착시간,2135,ST-1184,수서동_019_1,ST-937,일원본동_029_1,1,19.0,3015.0
20250607,도착시간,1745,ST-62,여의동_017_1,ST-687,노량진2동_003_1,1,41.0,5692.0
20250607,출발시간,1615,ST-359,행당1동_001_1,ST-359,행당1동_001_1,1,38.0,3740.0
20250607,도착시간,2210,ST-1578,세곡동_056_1,ST-1851,석촌동_036_1,1,30.0,4159.0
20250607,도착시간,940,ST-1694,화곡3동_015_1,ST-2044,가양1동_012_11,1,13.0,2121.0
20250607,출발시간,1815,ST-206,용강동_013_1,ST-2905,망원1동_005_1,1,58.0,7977.0
20250607,출발시간,430,ST-1577,역삼1동_044_1,ST-815,역삼2동_003_2,1,13.0,1742.0
20250607,출발시간,2320,ST-2494,염창동_005_1,ST-2946,염창동_003_1,1,6.0,860.0
20250607,출발시간,1305,ST-419,당산1동_006_1,ST-2852,양평1동_027_2,1,4.0,560.0
20250607,도착시간,1740,ST-1862,잠실3동_049_1,ST-933,잠실본동_036_1,1,8.0,1644.0
20250607,출발시간,2230,ST-519,가양3동_001_2,ST-528,등촌2동_026_1,1,8.0,1050.0
20250607,도착시간,1420,ST-2024,가양1동_027_2,ST-1067,가양2동_001_1,1,5.0,568.0
20250607,도착시간,1835,ST-41,신촌동_008_1,ST-1692,성산2동_010_1,1,22.0,3833.0
20250607,도착시간,1305,ST-2333,용답동_017_1,ST-1300,장안1동_070_1,1,5.0,971.0
20250607,도착시간,1645,ST-437,청파동_009_1,ST-437,청파동_009_1,1,107.0,1843.0
20250607,출발시간,1855,ST-2722,창2동_043_1,ST-1131,쌍문1동_001_1,1,20.0,2708.0
20250607,도착시간,1320,ST-1063,가양1동_016_1,ST-2477,방화1동_077_1,1,8.0,1144.0
20250607,출발시간,130,ST-3214,방이2동_006_1,ST-1413,오금동_056_1,1,69.0,3724.0
20250607,도착시간,1020,ST-2974,상암동_024_4,ST-2974,상암동_024_4,1,107.0,24240.0
20250607,출발시간,1530,ST-413,당산1동_014_1,ST-413,당산1동_014_1,1,20.0,2612.0
20250607,출발시간,1440,ST-2188,한남동_023_1,ST-1893,개포2동_004_1,1,47.0,11874.0
20250607,도착시간,1345,ST-1099,상봉2동_019_1,ST-561,망우본동_039_1,1,76.0,2477.0
20250607,도착시간,1750,ST-2705,월계2동_012_1,ST-604,공릉2동_044_3,1,15.0,2070.0
20250607,출발시간,1845,ST-2353,대방동_033_1,ST-728,대방동_031_2,1,13.0,2105.0
20250607,출발시간,1500,ST-1519,화곡6동_014_1,ST-2491,가양1동_001_3,1,33.0,3779.0
20250607,도착시간,1650,ST-1268,보라매동_001_1,ST-1268,보라매동_001_1,1,52.0,4105.0
20250607,출발시간,1550,ST-2694,여의동_002_13,ST-414,여의동_002_17,1,90.0,8643.0
20250607,출발시간,5,ST-2325,군자동_035_2,ST-1346,묵1동_005_1,2,80.0,14041.0
20250607,도착시간,1905,ST-3002,성수1가1동_009_1,X,,1,55.0,1239.0
20250607,도착시간,2145,ST-2791,월계3동_001_1,ST-3122,월계1동_036_1,1,12.0,1011.0
20250607,출발시간,1755,ST-2487,등촌1동_033_1,ST-2487,등촌1동_033_1,1,89.0,15341.0
20250607,출발시간,1150,ST-2227,동선동_021_1,ST-177,숭인2동_005_2,1,14.0,2208.0
20250607,출발시간,1025,ST-1539,양평2동_029_1,ST-3187,당산2동_003_1,1,10.0,1580.0
20250607,출발시간,1205,ST-198,신당동_004_1,ST-2565,"종로1,2,3,4가동_009_2",1,16.0,3236.0
20250607,출발시간,1705,ST-2935,안암동_006_1,ST-655,종암동_012_1,1,5.0,1109.0
20250607,출발시간,2105,ST-243,용답동_004_1,ST-262,장안2동_036_1,1,9.0,1623.0
20250607,도착시간,420,ST-2895,독산1동_070_1,ST-1933,독산1동_045_1,1,4.0,818.0
20250607,도착시간,1735,ST-3166,중앙동_022_1,ST-3166,중앙동_022_1,2,64.0,6446.0
20250607,도착시간,1210,ST-114,군자동_017_1,ST-382,군자동_014_5,1,8.0,986.0
20250607,도착시간,1215,ST-1849,고덕1동_042_1,ST-1833,명일2동_003_2,1,8.0,1120.0
20250607,도착시간,1900,ST-461,응암1동_023_2,ST-2777,응암1동_031_2,1,54.0,5725.0
20250607,도착시간,1350,ST-2282,중화2동_018_1,ST-2270,휘경2동_022_1,1,11.0,1220.0
20250607,출발시간,720,ST-1351,등촌3동_001_1,ST-3128,가양1동_012_14,1,5.0,737.0
20250607,출발시간,1120,ST-198,신당동_004_1,ST-177,숭인2동_005_2,1,78.0,3766.0
20250607,도착시간,1740,ST-1081,송파1동_030_1,ST-2621,방이1동_003_1,2,56.0,6512.0
20250607,도착시간,1625,ST-3253,신내2동_004_1,ST-1345,망우본동_003_1,1,14.0,2528.0
20250607,출발시간,1250,ST-927,반포1동_057_1,ST-3077,대치2동_010_1,1,24.0,5156.0
20250607,출발시간,1145,ST-2018,염창동_061_2,ST-3125,염창동_087_1,1,41.0,610.0
20250607,도착시간,2125,ST-2929,둔촌1동_001_2,ST-1837,길동_044_1,1,20.0,2688.0
20250607,도착시간,1235,ST-669,구로3동_014_1,ST-1275,구로5동_040_1,1,16.0,1401.0
20250607,출발시간,1900,ST-2703,하계2동_040_1,ST-2085,"중계2,3동_011_1",1,7.0,634.0
20250607,출발시간,910,ST-2748,성내2동_023_1,ST-2740,성내1동_002_1,1,5.0,849.0
20250607,출발시간,1750,ST-3077,대치2동_010_1,ST-737,가락본동_002_1,1,39.0,6664.0
20250607,도착시간,2220,ST-1679,역삼1동_057_1,ST-2570,양재1동_013_1,2,40.0,5448.0
20250607,출발시간,1815,ST-2076,공릉1동_040_1,ST-603,공릉2동_029_2,1,9.0,1250.0
20250607,출발시간,1140,ST-422,당산2동_003_2,ST-2240,이촌2동_012_1,2,75.0,13488.0
20250607,도착시간,2005,ST-1844,고덕1동_019_1,ST-1844,고덕1동_019_1,1,80.0,3583.0
20250607,출발시간,100,ST-195,광희동_001_3,ST-3356,용신동_035_1,1,25.0,3358.0
20250607,도착시간,2210,ST-639,독산1동_035_1,ST-1141,가산동_019_1,1,7.0,1015.0
20250607,출발시간,1450,ST-1602,광장동_013_1,ST-1379,광장동_040_1,1,64.0,2568.0
20250607,도착시간,1905,ST-1254,방화1동_043_1,ST-2031,가양1동_018_1,1,6.0,761.0
20250607,출발시간,715,ST-1597,고덕1동_095_1,ST-3358,고덕2동_003_2,1,104.0,17768.0
20250607,출발시간,2000,ST-3212,당산1동_009_1,ST-2654,신대방2동_009_1,1,40.0,4730.0
20250607,출발시간,1435,ST-278,양평2동_007_1,ST-1701,당산2동_057_1,1,20.0,1830.0
20250607,출발시간,820,ST-733,신대방2동_007_3,ST-1546,조원동_019_1,1,6.0,914.0
20250607,출발시간,1335,ST-18,서교동_004_1,ST-1190,연희동_036_1,1,7.0,1420.0
20250607,도착시간,1615,ST-611,"상계6,7동_009_2",ST-914,상계5동_001_2,1,9.0,1154.0
20250607,출발시간,1945,ST-3300,오륜동_001_5,ST-546,잠실본동_006_1,2,102.0,10607.0
20250607,출발시간,2050,ST-315,신정6동_017_1,ST-1996,목1동_045_1,1,10.0,1188.0
20250607,도착시간,1205,ST-72,여의동_006_17,ST-73,여의동_010_1,1,56.0,1496.0
20250607,출발시간,1915,ST-2107,창5동_030_1,ST-1638,창2동_014_1,1,50.0,2418.0
20250607,도착시간,2155,ST-512,방화1동_048_2,ST-1254,방화1동_043_1,1,3.0,420.0
20250607,출발시간,2110,ST-475,불광1동_006_1,ST-3058,진관동_014_1,1,12.0,3210.0
20250607,출발시간,1850,ST-2697,상일2동_002_1,ST-2697,상일2동_002_1,2,51.0,1645.0
20250607,도착시간,1830,ST-3263,가양1동_010_3,ST-2910,시흥4동_011_1,1,93.0,24381.0
20250607,도착시간,750,ST-279,양평2동_011_1,ST-750,반포3동_015_5,1,101.0,13512.0
20250607,출발시간,250,ST-2412,발산1동_057_4,ST-1695,방화2동_007_2,1,21.0,4025.0
20250607,도착시간,800,ST-76,상암동_013_1,ST-76,상암동_013_1,1,42.0,1246.0
20250607,도착시간,1315,ST-2395,신정6동_002_2,ST-2012,신정6동_044_1,1,3.0,581.0
20250607,도착시간,2000,ST-1586,잠실6동_001_1,X,,1,217.0,691.0
20250607,도착시간,2040,ST-2886,발산1동_007_4,ST-2477,방화1동_077_1,1,9.0,1390.0
20250607,도착시간,140,ST-2706,중계1동_025_3,ST-3116,"상계6,7동_005_1",1,11.0,1096.0
20250607,출발시간,1950,ST-2031,가양1동_018_1,ST-2035,가양1동_016_5,2,16.0,1960.0
20250607,도착시간,2225,ST-1976,문래동_032_1,ST-1976,문래동_032_1,2,104.0,17523.0
20250607,출발시간,2125,ST-1910,반포3동_015_3,ST-1158,서초3동_023_1,1,19.0,2285.0
20250607,도착시간,2255,ST-66,여의동_006_16,ST-920,개봉1동_043_4,2,96.0,15033.0
20250607,도착시간,1015,ST-2508,용신동_060_1,ST-2422,명동_001_13,1,14.0,3738.0
20250607,출발시간,420,ST-1991,신길7동_028_1,ST-3227,목1동_003_6,1,27.0,5610.0
20250607,도착시간,1940,ST-259,구의2동_035_1,ST-257,자양1동_007_1,1,16.0,2369.0
20250607,출발시간,1440,ST-1729,삼전동_044_1,ST-550,잠실3동_028_2,1,10.0,1190.0
20250607,도착시간,740,ST-673,구로5동_006_1,ST-1652,대림2동_011_1,1,9.0,1604.0
20250607,출발시간,1105,ST-46,여의동_002_19,ST-2654,신대방2동_009_1,2,118.0,10587.0
20250607,도착시간,1925,ST-2007,신정2동_028_1,ST-1731,목1동_003_5,1,7.0,656.0
20250607,도착시간,5,ST-3269,방학1동_013_1,ST-2710,상계8동_002_1,1,5.0,1253.0
20250607,도착시간,1750,ST-847,묵1동_013_1,ST-570,묵2동_022_1,1,70.0,4110.0
20250607,도착시간,2325,ST-463,증산동_011_1,ST-3095,증산동_004_1,1,6.0,1040.0
20250607,출발시간,2225,ST-919,고척1동_001_2,ST-1529,구로2동_001_1,1,4.0,630.0
20250607,도착시간,825,ST-2363,사당1동_032_1,ST-2669,방배3동_025_1,1,9.0,2560.0
20250607,도착시간,1200,ST-445,군자동_032_2,ST-109,성수1가2동_001_1,1,21.0,2675.0
20250607,출발시간,2220,ST-1152,사당3동_031_1,ST-2364,사당1동_044_1,1,4.0,793.0
20250607,도착시간,1705,ST-175,숭인1동_009_1,ST-2935,안암동_006_1,1,19.0,2810.0
20250607,출발시간,1705,ST-1285,"중계2,3동_046_1",ST-3175,창4동_048_1,1,8.0,812.0
20250607,출발시간,1855,ST-669,구로3동_014_1,ST-1222,구로5동_005_1,1,12.0,2018.0
20250607,출발시간,1725,ST-1201,동선동_028_1,ST-1195,응봉동_003_1,1,54.0,7671.0
20250607,출발시간,1925,ST-3301,상계2동_033_1,ST-1476,상계10동_034_1,1,5.0,920.0
20250607,도착시간,230,ST-73,여의동_010_1,ST-1517,발산1동_001_1,2,264.0,27224.0
20250607,출발시간,1710,ST-2989,위례동_013_4,ST-1417,위례동_034_1,1,42.0,3160.0
20250607,출발시간,1540,ST-2761,신정4동_005_1,ST-2012,신정6동_044_1,1,80.0,2807.0
20250607,도착시간,1645,ST-1793,가락1동_039_1,ST-2581,장지동_051_1,1,51.0,4245.0
20250607,도착시간,200,ST-3048,신정3동_062_3,ST-1398,신정3동_079_1,1,3.0,362.0
20250607,도착시간,2315,ST-409,답십리1동_006_1,ST-392,전농1동_054_1,1,13.0,1383.0
20250607,도착시간,1250,ST-1509,가양3동_028_1,ST-1509,가양3동_028_1,1,80.0,14853.0
20250607,도착시간,1820,ST-1996,목1동_045_1,ST-2763,신정6동_020_1,1,9.0,1018.0
20250607,도착시간,1055,ST-241,사근동_008_1,ST-3002,성수1가1동_009_1,1,12.0,2240.0
20250607,출발시간,0,ST-983,중곡1동_015_1,ST-3353,장안1동_069_1,2,26.0,4100.0
20250607,도착시간,1700,ST-853,묵1동_015_1,ST-1111,공릉1동_042_1,1,8.0,1291.0
20250607,출발시간,2005,ST-2002,목5동_002_4,ST-2773,목5동_013_1,1,7.0,1800.0
